Model,Loss,Epoch
1,49.11679569236251,1
1,28.55975018482981,2
1,18.148053419361236,3
1,11.98257300289455,4
1,8.01917833560057,5
1,5.348720296359519,6
1,3.506078696708435,7
1,2.223241321059432,8
1,1.339190497073029,9
1,0.7472434589095207,10
1,0.3693528817152418,11
1,0.15542381858901938,12
1,0.06287747395953644,13
1,0.037374378148236,14
1,0.029489195121249666,15
1,0.02658496649741237,16
1,0.024987274459175972,17
1,0.023936587066125514,18
1,0.0231094956517156,19
1,0.022406435100985233,20
2,50.55543170758148,1
2,29.1878785782023,2
2,18.49136864554399,3
2,12.184391155934282,4
2,8.137860015511258,5
2,5.418183998766739,6
2,3.546044847858486,7
2,2.2476178679639087,8
2,1.3514638946000448,9
2,0.7525975977434024,10
2,0.37361391057083604,11
2,0.1584887910626336,12
2,0.06347528424884465,13
2,0.0374569864288322,14
2,0.02988413606148793,15
2,0.026764232188717388,16
2,0.025057518191492635,17
2,0.02389440581853837,18
2,0.023038815921430648,19
2,0.022412672626978554,20
3,50.06200513046688,1
3,29.388718208524462,2
3,18.85941398474199,3
3,12.572706011058425,4
3,8.507493271248173,5
3,5.747856904702909,6
3,3.83056022566773,7
3,2.485439605550217,8
3,1.5419426182948195,9
3,0.8951217555033881,10
3,0.4713526468541322,11
3,0.21518858110726768,12
3,0.08663842421986147,13
3,0.04351751090907085,14
3,0.032087483516793004,15
3,0.02749330226752931,16
3,0.02578352375039414,17
3,0.02457320767202611,18
3,0.023533791609442058,19
3,0.022799473712598082,20
4,51.010154732254776,1
4,30.025409230799564,2
4,19.308706539780346,3
4,12.921472600273994,4
4,8.770227605091737,5
4,5.959246739141468,6
4,3.9991681946874427,7
4,2.612222326335622,8
4,1.6407743926241454,9
4,0.9689311119539143,10
4,0.5226746432816805,11
4,0.24569591651084835,12
4,0.10009589336955471,13
4,0.04779225293952011,14
4,0.03369323918814344,15
4,0.0284117416842088,16
4,0.026205249789998983,17
4,0.024829288710282046,18
4,0.023711394931652398,19
4,0.022924936193821906,20
5,49.88292422426789,1
5,29.327279650072043,2
5,18.81664423342707,3
5,12.560938524030673,4
5,8.49952949491391,5
5,5.746207482270849,6
5,3.828637148017314,7
5,2.48526049219469,8
5,1.5421553641748327,9
5,0.8971932245724237,10
5,0.4721339531798861,11
5,0.21558773263431052,12
5,0.08662340336485204,13
5,0.044195201847630775,14
5,0.032769151405294315,15
5,0.028109862586296698,16
5,0.025967907680790308,17
5,0.024627761724692925,18
5,0.023598001296840497,19
5,0.023054484039672148,20
6,50.31771809917523,1
6,29.411145928063625,2
6,18.824925534506598,3
6,12.531513122607397,4
6,8.462644961342884,5
6,5.708128457384577,6
6,3.793132385465382,7
6,2.4516368812081146,8
6,1.5154773332416884,9
6,0.8750929287247566,10
6,0.4576657785535621,11
6,0.20574646740198643,12
6,0.0833463156973121,13
6,0.04315969104896476,14
6,0.03191440863840615,15
6,0.027808606791407314,16
6,0.025799481472226857,17
6,0.024467570171046105,18
6,0.023638883125044897,19
6,0.02284059726369025,20
7,49.79138343013934,1
7,29.056300799729726,2
7,18.53401676169845,3
7,12.28325435296813,4
7,8.254335401408962,5
7,5.535452068995819,6
7,3.6513662770358737,7
7,2.3352937550941255,8
7,1.4243949145904735,9
7,0.8080830594369852,10
7,0.4112185081566321,11
7,0.178432370839851,12
7,0.0707155955689294,13
7,0.03946790964936397,14
7,0.030521892912701756,15
7,0.027292863483717445,16
7,0.02541155979704501,17
7,0.024159343778165674,18
7,0.023318673287436906,19
7,0.022877226383097644,20
8,50.51434607597302,1
8,29.441200602029177,2
8,18.759025427324175,3
8,12.42926189691019,4
8,8.350507286820076,5
8,5.603063976840932,6
8,3.6965479428834245,7
8,2.37008847051592,8
8,1.4466263970840714,9
8,0.8203751094051516,10
8,0.42025270054081104,11
8,0.18365009596098714,12
8,0.07279154617013707,13
8,0.039919164901507945,14
8,0.030842561493200787,15
8,0.027272683222776154,16
8,0.025437722788817847,17
8,0.024142478149868786,18
8,0.023675018170876288,19
8,0.02262792635018002,20
9,48.61546373672323,1
9,28.099281965796628,2
9,17.7343560078505,3
9,11.61851672272184,4
9,7.707917113802326,5
9,5.085606730568892,6
9,3.2915188386750374,7
9,2.054438559485397,8
9,1.2076844559041167,9
9,0.6492646893204402,10
9,0.30690094765061254,11
9,0.12140167210656189,12
9,0.05099516598654708,13
9,0.03435595463047912,14
9,0.02888686638047446,15
9,0.02611354079200769,16
9,0.024901527152863392,17
9,0.023626845266455525,18
9,0.02283958189173548,19
9,0.02225862196418268,20
10,49.716035521615034,1
10,28.797036099789747,2
10,18.292064943293266,3
10,12.075214894341508,4
10,8.08771276473999,5
10,5.39765566803499,6
10,3.5473458131493283,7
10,2.256733652879434,8
10,1.3681230829722846,9
10,0.7673457910511285,10
10,0.3842367767525126,11
10,0.16432975841038772,12
10,0.06600593886713484,13
10,0.03830401300748528,14
10,0.03005162490281596,15
10,0.02673570197353612,16
10,0.02527024514718986,17
10,0.024013928892309352,18
10,0.023321033767196162,19
10,0.022650210846112226,20
11,47.31343965998082,1
11,27.206265244148433,2
11,17.090754982759194,3
11,11.129317216527488,4
11,7.323503572549393,5
11,4.789735062035924,6
11,3.0593273065237603,7
11,1.8737967731093548,8
11,1.0778667324387443,9
11,0.5610052408821293,10
11,0.24994348412129416,11
11,0.09624489091797424,12
11,0.04442949923498036,13
11,0.032153081573815995,14
11,0.027632154329721607,15
11,0.025525965153980357,16
11,0.024521852356951628,17
11,0.02343036158324114,18
11,0.022602429919278445,19
11,0.021983657492948238,20
12,49.78898832894592,1
12,29.020816091281265,2
12,18.450482964261507,3
12,12.205491915948864,4
12,8.174261133808063,5
12,5.4678582453778555,6
12,3.5949128700980246,7
12,2.292857809615796,8
12,1.3918380963522743,9
12,0.7827931434106725,10
12,0.3926755013877649,11
12,0.1692927174889711,12
12,0.06691047666804877,13
12,0.03901621876463199,14
12,0.03044256459532389,15
12,0.027303156659388338,16
12,0.02536133241488227,17
12,0.02409230174619887,18
12,0.023227431745862146,19
12,0.022491331678876746,20
13,52.985839087317494,1
13,31.418780906368166,2
13,20.372079060275926,3
13,13.76927043939196,4
13,9.471474566185144,5
13,6.527040681859323,6
13,4.456971980869643,7
13,2.982542079648992,8
13,1.9286950364041684,9
13,1.1886150984367583,10
13,0.6774021257469649,11
13,0.3474480563770733,12
13,0.15545559253519786,13
13,0.06622864877872629,14
13,0.0392701519387109,15
13,0.03108477170692324,16
13,0.02742204881473772,17
13,0.02572503536621899,18
13,0.02451449922963119,19
13,0.02362125635997001,20
14,49.6749652626672,1
14,28.853644035518297,2
14,18.32452730125964,3
14,12.10074446501254,4
14,8.096306383991038,5
14,5.400508475964512,6
14,3.542686207208044,7
14,2.2495136545665226,8
14,1.3582269878529791,9
14,0.7605489718634436,10
14,0.37971723854923045,11
14,0.15993489340932637,12
14,0.0633140979235424,13
14,0.038332669799134675,14
14,0.03005360177299107,15
14,0.02677662405314476,16
14,0.02541265178368544,17
14,0.024034882357506865,18
14,0.023163701508885255,19
14,0.02256910161359478,20
15,49.08411769419591,1
15,28.391685526508258,2
15,17.95314586289656,3
15,11.783720882716718,4
15,7.832424978203357,5
15,5.184304278034137,6
15,3.3681279484397058,7
15,2.1088921843307107,8
15,1.2484175655633403,9
15,0.6795496725832729,10
15,0.3250634538085222,11
15,0.1300703699210051,12
15,0.05320099575210736,13
15,0.03524009610957174,14
15,0.02870313037655501,15
15,0.026195953510749315,16
15,0.024648408860222362,17
15,0.023627412753668166,18
15,0.022899096049288952,19
15,0.022099667935689755,20
16,49.62082402894238,1
16,28.875388444359622,2
16,18.345521739805175,3
16,12.116206693750962,4
16,8.108927874168607,5
16,5.410877564314331,6
16,3.549728976638078,7
16,2.255423280475999,8
16,1.3638466700816205,9
16,0.7606500157161054,10
16,0.3797829615027666,11
16,0.16058915389626266,12
16,0.06356903198939651,13
16,0.03864343609136622,14
16,0.030123638439931467,15
16,0.02687466364187091,16
16,0.02515911899094007,17
16,0.02396133347456135,18
16,0.023034004923472528,19
16,0.022458590265276083,20
17,51.918378663215556,1
17,30.482328199374397,2
17,19.606863550539973,3
17,13.13138768413682,4
17,8.934416638762713,5
17,6.083748335523138,6
17,4.095373656958151,7
17,2.6852250287273547,8
17,1.6991586685180664,9
17,1.0099589265485815,10
17,0.5504730554786064,11
17,0.2631271580960959,12
17,0.1098757571439499,13
17,0.05006960411665282,14
17,0.034248523346619056,15
17,0.028830186974233403,16
17,0.026260214119053472,17
17,0.02496684267163785,18
17,0.023871790284096306,19
17,0.023052874738092363,20
18,52.07217735827351,1
18,30.406017035055264,2
18,19.45926599156882,3
18,12.97310452979765,4
18,8.789064110469209,5
18,5.945988517834434,6
18,3.9735358305323096,7
18,2.5844789964557964,8
18,1.6120742302713618,9
18,0.9445403565221758,10
18,0.5028977273369649,11
18,0.23135297963105794,12
18,0.0928997461761493,13
18,0.04529764055252584,14
18,0.032848819407191615,15
18,0.02802772483210574,16
18,0.025958676951558096,17
18,0.02460455464354075,18
18,0.023628583416215647,19
18,0.022847062993500786,20
19,50.535962428111254,1
19,29.773461417094477,2
19,19.162826672291704,3
19,12.828896083303098,4
19,8.7154874923641,5
19,5.915222260489393,6
19,3.967104291102525,7
19,2.592009097020001,8
19,1.625144879701041,9
19,0.958744947590045,10
19,0.5172297818574316,11
19,0.24281447277521528,12
19,0.09832843960221134,13
19,0.047206313839789904,14
19,0.03325653542826044,15
19,0.028496610266821727,16
19,0.026157095015589108,17
19,0.024711000103590838,18
19,0.023969511463761584,19
19,0.023075900973875258,20
20,50.756935119628906,1
20,29.548295864926725,2
20,18.789441236809118,3
20,12.421269028425725,4
20,8.33178660101982,5
20,5.574006345988845,6
20,3.674639232123076,7
20,2.347666906649624,8
20,1.4300179982236199,9
20,0.8075298436923322,10
20,0.40795580651968527,11
20,0.17731585450518106,12
20,0.07002972818609239,13
20,0.039342463469263844,14
20,0.030587669064813076,15
20,0.02713166655444387,16
20,0.025454984243109283,17
20,0.024214046997333896,18
20,0.023253261784850154,19
20,0.02270240065401424,20
21,50.062543482668616,1
21,29.376042372128094,2
21,18.829131762864492,3
21,12.53690718994466,4
21,8.463673239831985,5
21,5.710950149910282,6
21,3.796954869715644,7
21,2.4560927251762927,8
21,1.5180840746426125,9
21,0.8773401980715265,10
21,0.4586198035079533,11
21,0.20649942606369823,12
21,0.08328133641180199,13
21,0.043019655535915004,14
21,0.031992426328758185,15
21,0.02774344177356661,16
21,0.025715887741144024,17
21,0.024632022626745676,18
21,0.023553168683100357,19
21,0.02296330002166315,20
22,48.35920063010665,1
22,27.75608309601416,2
22,17.432627854825082,3
22,11.360005155046865,4
22,7.487548691885812,5
22,4.903944882756866,6
22,3.136546751075208,7
22,1.9301572928804833,8
22,1.1162156181803136,9
22,0.5842621803029514,10
22,0.2648558976299473,11
22,0.10169724708617624,12
22,0.0454877832654252,13
22,0.032577525931539564,14
22,0.02780942257438133,15
22,0.025681531017046493,16
22,0.024353239431119424,17
22,0.023478912769445477,18
22,0.022710138451315955,19
22,0.021961995469990062,20
23,50.92030575229669,1
23,29.68213475030114,2
23,18.924564865860603,3
23,12.54815648003682,4
23,8.440528804559444,5
23,5.67205189641859,6
23,3.753889294321349,7
23,2.414622889398766,8
23,1.482650741585282,9
23,0.8485925863546603,10
23,0.43656744707876177,11
23,0.19492962292389576,12
23,0.07721106885974087,13
23,0.04133491818981765,14
23,0.031306677821602645,15
23,0.027702640900924516,16
23,0.02554404778457654,17
23,0.02429564055730539,18
23,0.0233801461374963,19
23,0.022714086059631825,20
24,50.08438111978299,1
24,29.270488523471077,2
24,18.669963922073592,3
24,12.370550820568223,4
24,8.316572614315984,5
24,5.574262470578843,6
24,3.6775303974842974,7
24,2.355870207235503,8
24,1.4410175766263689,9
24,0.8166739533959168,10
24,0.41738401953853776,11
24,0.18129488110923564,12
24,0.0718327527885625,13
24,0.040461193508049574,14
24,0.03075682474320123,15
24,0.02715277688494369,16
24,0.025568391468479182,17
24,0.024407680120581247,18
24,0.02339341937065887,19
24,0.022646549429847743,20
25,52.019206634716696,1
25,30.331241689002844,2
25,19.39854638561257,3
25,12.92703619999672,4
25,8.748319666522907,5
25,5.919370242527553,6
25,3.951800897431526,7
25,2.5706270981444987,8
25,1.6038081851849424,9
25,0.9371175065731951,10
25,0.497895620143744,11
25,0.23194037902075598,12
25,0.09252427065613936,13
25,0.04629619012096289,14
25,0.03339269620253206,15
25,0.02838570521330274,16
25,0.026273803578924015,17
25,0.024699121221169226,18
25,0.02367925998180914,19
25,0.022884471139419816,20
26,49.13473081283732,1
26,28.54137662224678,2
26,18.0839928258965,3
26,11.893235800362854,4
26,7.92238230186739,5
26,5.252457689883104,6
26,3.418962007392444,7
26,2.150590920499139,8
26,1.2842139165792892,9
26,0.7014782583789785,10
26,0.3411337578220408,11
26,0.14026155643689353,12
26,0.056254837975732046,13
26,0.0357529056756926,14
26,0.029190316843961093,15
26,0.026463392931324586,16
26,0.02502664370037345,17
26,0.02394756881285832,18
26,0.022989165899691296,19
26,0.022305572917784202,20
27,50.50189841784902,1
27,29.557020760802573,2
27,18.881116598653897,3
27,12.549371786463235,4
27,8.460488364132228,5
27,5.691828606733635,6
27,3.7822751236368597,7
27,2.4352906177293008,8
27,1.5027587911975917,9
27,0.8643270381478104,10
27,0.44908790897204676,11
27,0.2017970035897135,12
27,0.07963009055521188,13
27,0.04230013452390872,14
27,0.03161483200818999,15
27,0.027577531470386968,16
27,0.025585856147682363,17
27,0.024629092366218186,18
27,0.023489515450018556,19
27,0.022852526949857597,20
28,48.94003411396734,1
28,28.302563901140747,2
28,17.8853184307562,3
28,11.734993277836455,4
28,7.802651380933424,5
28,5.160497470196884,6
28,3.348313257384148,7
28,2.095519673341373,8
28,1.241388693038843,9
28,0.6739551151739255,10
28,0.32198945628300407,11
28,0.1301142660253592,12
28,0.0534202091411741,13
28,0.03535958969675656,14
28,0.028608215996610332,15
28,0.026298563287996533,16
28,0.024719561781805715,17
28,0.023946537850682795,18
28,0.02286972142239687,19
28,0.022314157420352324,20
29,47.491721635179985,1
29,27.276633801490767,2
29,17.09516225542341,3
29,11.127148184949148,4
29,7.320995589054978,5
29,4.7798486904803115,6
29,3.052725524536328,7
29,1.8724315967132796,8
29,1.0754654837061348,9
29,0.5581086948990568,10
29,0.25082338116824754,11
29,0.09563969992307712,12
29,0.04505070159112467,13
29,0.03199546687257315,14
29,0.027693006760085317,15
29,0.025696152253255153,16
29,0.024251581278881794,17
29,0.023274543951315157,18
29,0.022414275967299557,19
29,0.02199788314939689,20
30,48.556983085583525,1
30,28.263986514321267,2
30,17.965940361592306,3
30,11.862362076732904,4
30,7.938005663947002,5
30,5.290752525776942,6
30,3.4640602145367847,7
30,2.196029321471257,8
30,1.3230933065353425,9
30,0.7334868338570666,10
30,0.3634752282328697,11
30,0.15223493218930292,12
30,0.06129732496067405,13
30,0.037445362935315314,14
30,0.02984160029970761,15
30,0.027012558189282287,16
30,0.025098871954007826,17
30,0.02403692534959901,18
30,0.02312985402164556,19
30,0.022440665000394336,20
31,50.41118639720274,1
31,29.523232832137964,2
31,18.866062302579248,3
31,12.540664075025871,4
31,8.451746216715017,5
31,5.690145748764722,6
31,3.7734360649133287,7
31,2.432344426478404,8
31,1.497336169804083,9
31,0.8617138965551787,10
31,0.4472164542181914,11
31,0.20048267640538817,12
31,0.08002018189029907,13
31,0.042163989933600814,14
31,0.03142778963041204,15
31,0.02805620431502872,16
31,0.02574143377639083,17
31,0.02441221834825618,18
31,0.02350712654941372,19
31,0.02279513056026593,20
32,49.5172017062905,1
32,28.72990497597245,2
32,18.229171683793382,3
32,12.021501736346083,4
32,8.041776744541583,5
32,5.35171436602627,6
32,3.5015378145775053,7
32,2.2173058549478366,8
32,1.3350636392259903,9
32,0.7401385711454379,10
32,0.36310686974891465,11
32,0.15165910790406312,12
32,0.06159036329337783,13
32,0.03774857650925991,14
32,0.02983349320222574,15
32,0.026660312705838095,16
32,0.025070168721332733,17
32,0.023888483099432898,18
32,0.023159391071988958,19
32,0.022495588434657564,20
33,50.29947281697157,1
33,29.35880549985971,2
33,18.685749114957698,3
33,12.380182927097085,4
33,8.314587121325006,5
33,5.574372239712713,6
33,3.6754640328096175,7
33,2.3565537832947427,8
33,1.4385192831442046,9
33,0.8148522069459276,10
33,0.41482775920489706,11
33,0.1821202797803289,12
33,0.07249910605233362,13
33,0.040082973751749816,14
33,0.030429936508570652,15
33,0.02712888903280438,16
33,0.02527800435498198,17
33,0.024131163132629162,18
33,0.023252063945158205,19
33,0.022498674376972956,20
34,50.99179155231793,1
34,29.559139426583165,2
34,18.767188391451644,3
34,12.4086251838375,4
34,8.315781456066855,5
34,5.564626150802255,6
34,3.6613611839473377,7
34,2.3394704144646616,8
34,1.4218189403700676,9
34,0.8040779893840554,10
34,0.40613471870737544,11
34,0.17515331112753862,12
34,0.06876231756990653,13
34,0.03966381882966709,14
34,0.030459100289194824,15
34,0.026953576505978478,16
34,0.02535071682089618,17
34,0.024095205292264537,18
34,0.023263611237028005,19
34,0.022586654637382228,20
35,49.6275079723106,1
35,29.04038744033781,2
35,18.58778431369806,3
35,12.36824499671139,4
35,8.34721559553004,5
35,5.627039298319867,6
35,3.7342813060736098,7
35,2.4091089747862013,8
35,1.4845516465620192,9
35,0.856084503598813,10
35,0.4449773497545897,11
35,0.20016467847676675,12
35,0.07936200676664615,13
35,0.04123361795139847,14
35,0.03136121776344171,15
35,0.02732464827215875,16
35,0.025598864930906275,17
35,0.024394509444104585,18
35,0.02348970110689018,19
35,0.0227742760595101,20
36,48.654075459884936,1
36,28.204430813982544,2
36,17.86013174158678,3
36,11.749986967806622,4
36,7.825266197546204,5
36,5.198965001462111,6
36,3.3837728002178133,7
36,2.1288117737149888,8
36,1.2684460319181494,9
36,0.696980812402168,10
36,0.335645672037149,11
36,0.13722927318707204,12
36,0.055621377933127034,13
36,0.0352381489742031,14
36,0.029118922922307493,15
36,0.02659419081660349,16
36,0.024776838846933612,17
36,0.023803810733976142,18
36,0.022918923366775135,19
36,0.022337543879395357,20
37,48.31559323959513,1
37,28.23975791199121,2
37,17.988347206034387,3
37,11.891808416289306,4
37,7.963061358120395,5
37,5.315049818075542,6
37,3.4844366258649684,7
37,2.211002752979173,8
37,1.332854924171464,9
37,0.7422735361910578,10
37,0.36871849626366265,11
37,0.1554443938200916,12
37,0.062351985590290156,13
37,0.037753943814588256,14
37,0.03002622844313762,15
37,0.027006761923527668,16
37,0.025246477767285,17
37,0.02398958469409424,18
37,0.02324060504751673,19
37,0.022510345369926903,20
38,50.32943179815817,1
38,29.114310498430786,2
38,18.40665448398224,3
38,12.096341714676,4
38,8.056368486205145,5
38,5.346720733113889,6
38,3.485122665413407,7
38,2.1958265579077225,8
38,1.3087576599771789,9
38,0.721098473458402,10
38,0.3503421069716594,11
38,0.14449003529446974,12
38,0.056666645493461634,13
38,0.0366864765424337,14
38,0.029201576998556602,15
38,0.026569260955492318,16
38,0.024884583364957684,17
38,0.02386523218456108,18
38,0.023130697259770783,19
38,0.022426418773432783,20
39,48.53092824777306,1
39,28.141396557090125,2
39,17.79778310129129,3
39,11.686669339503307,4
39,7.770955490405117,5
39,5.1431233186457455,6
39,3.333641974910744,7
39,2.0879821085980708,8
39,1.234626812213011,9
39,0.6703995547569128,10
39,0.3201787501637107,11
39,0.12931262538122978,12
39,0.0534733925769324,13
39,0.03522466822092467,14
39,0.028935364552779494,15
39,0.026542371222332342,16
39,0.024980763261363323,17
39,0.02384561251825107,18
39,0.022955066633662945,19
39,0.022426761968780174,20
40,47.90770707608286,1
40,27.704376025494735,2
40,17.505295617239817,3
40,11.488761263361363,4
40,7.629373975399969,5
40,5.041720878340796,6
40,3.2652336676746034,7
40,2.038713032757041,8
40,1.1993780392827764,9
40,0.6489985484812559,10
40,0.3068076250776807,11
40,0.12333783396144411,12
40,0.05230174293872644,13
40,0.03474182868674239,14
40,0.028897200867946723,15
40,0.026251471162573106,16
40,0.024677375716758945,17
40,0.023613029749376943,18
40,0.02280247392954984,19
40,0.022276594925091972,20
41,48.64713250751943,1
41,28.109849462122806,2
41,17.727715807428748,3
41,11.611548080118988,4
41,7.702766235449166,5
41,5.08163297506792,6
41,3.2831311876585745,7
41,2.0488288519479063,8
41,1.206630218257782,9
41,0.6480528286525181,10
41,0.30569607820083844,11
41,0.12184189348968107,12
41,0.05197932787223666,13
41,0.0342211040622517,14
41,0.028586659040341755,15
41,0.026225228593357082,16
41,0.02474418447327131,17
41,0.023736523363048205,18
41,0.02302951125233476,19
41,0.022183844458256195,20
42,49.74824860660252,1
42,28.930708326002176,2
42,18.410873030802843,3
42,12.169093984022323,4
42,8.160100666444693,5
42,5.455686815257774,6
42,3.589393872950377,7
42,2.2893672431709926,8
42,1.386982420105924,9
42,0.7802227778729599,10
42,0.3923776559611119,11
42,0.16902316906558934,12
42,0.06697736344516658,13
42,0.03883094176141692,14
42,0.030448349589891018,15
42,0.02716099840602768,16
42,0.025465844719331148,17
42,0.024271342712742432,18
42,0.023429024420472098,19
42,0.02273973107719218,20
43,88.07563142430807,1
43,43.67745089988465,2
43,26.27548488625077,3
43,16.986789479692863,4
43,11.343232693702682,5
43,7.6384049641298075,6
43,5.125118468107699,7
43,3.370127529986123,8
43,2.1476412373565155,9
43,1.3008412506534601,10
43,0.727409814847812,11
43,0.36272672180936283,12
43,0.1541507404559711,13
43,0.0629852255746754,14
43,0.038021123954164446,15
43,0.030251865845117996,16
43,0.02678922169816011,17
43,0.025266668900275534,18
43,0.024114728486264694,19
43,0.02325145273145709,20
44,50.190482206690284,1
44,29.49022708722015,2
44,18.93128121382138,3
44,12.649994679351352,4
44,8.573130961420185,5
44,5.807814639768621,6
44,3.8793839396698386,7
44,2.525500932990361,8
44,1.5734971807455458,9
44,0.9216232537460733,10
44,0.48907835092117535,11
44,0.22677078754154603,12
44,0.09178762407953552,13
44,0.04505773741743966,14
44,0.03291713862594511,15
44,0.028388089236261238,16
44,0.02594045837963822,17
44,0.024673527952577514,18
44,0.023573987461976025,19
44,0.022816042985711524,20
45,47.117293441219374,1
45,26.82439199744511,2
45,16.701706213229247,3
45,10.783574996980777,4
45,7.0273089073360095,5
45,4.538122406900564,6
45,2.854369959089039,7
45,1.7115943345433868,8
45,0.9555699615590354,9
45,0.47680873492125003,10
45,0.20098643748363706,11
45,0.07359846455773819,12
45,0.038941188677668825,13
45,0.02969312090386968,14
45,0.02662071046719292,15
45,0.024820597337952048,16
45,0.023705063081944165,17
45,0.02273657388174966,18
45,0.02218897013998489,19
45,0.021661896349937676,20
46,51.80038909261415,1
46,30.79116844876743,2
46,19.96876215985589,3
46,13.493918919105774,4
46,9.272170876134942,5
46,6.382320506740481,6
46,4.351318196701342,7
46,2.9059381007131484,8
46,1.8737179376423232,9
46,1.1464973863508148,10
46,0.6540224751683948,11
46,0.33165909816969685,12
46,0.1461103320884298,13
46,0.06262722883079606,14
46,0.03862886056145117,15
46,0.030934595778933975,16
46,0.027310387320768858,17
46,0.025680111407407565,18
46,0.024394097982216745,19
46,0.023499760981291723,20
47,49.56644588543662,1
47,28.903890963556417,2
47,18.402915897654065,3
47,12.178630442507485,4
47,8.162528873760817,5
47,5.460812574764813,6
47,3.587138617725006,7
47,2.287939560692956,8
47,1.3917147737067899,9
47,0.7837523636279076,10
47,0.39611102637451595,11
47,0.1698115606234272,12
47,0.06694770988815629,13
47,0.03873478154987414,14
47,0.0305431655713363,15
47,0.02698651502238535,16
47,0.02522425706595627,17
47,0.024125172285986606,18
47,0.02328521569273365,19
47,0.022481700770858763,20
48,49.92896778293764,1
48,29.25960905973845,2
48,18.714210729863343,3
48,12.439613254848066,4
48,8.387435736178334,5
48,5.652230909384135,6
48,3.742298786574081,7
48,2.413736337283527,8
48,1.4825330797288971,9
48,0.8522417049672304,10
48,0.4415278292413968,11
48,0.19750871946181314,12
48,0.07871715463936202,13
48,0.04157435957556849,14
48,0.031328817424394174,15
48,0.027503304104052627,16
48,0.025717009095224872,17
48,0.024430574511668322,18
48,0.02349984024498445,19
48,0.022793363390573813,20
49,49.60254561011471,1
49,29.1626041835305,2
49,18.711539274593914,3
49,12.477627355660966,4
49,8.449653560418819,5
49,5.708506079879142,6
49,3.805465376961714,7
49,2.4654288586777158,8
49,1.5283790046472285,9
49,0.8870395185596653,10
49,0.4663004838327355,11
49,0.2137853397743534,12
49,0.08688927835016362,13
49,0.043807115969754486,14
49,0.03250441926994176,15
49,0.02808723134050237,16
49,0.025993556975682914,17
49,0.024997526904873883,18
49,0.023655256292204867,19
49,0.02310605012555557,20
50,50.46946576409248,1
50,29.44564931580761,2
50,18.751814803589127,3
50,12.41754088167951,4
50,8.340029925934033,5
50,5.588580700888563,6
50,3.687902293479773,7
50,2.3618063418341597,8
50,1.4431522644913273,9
50,0.8186863278275105,10
50,0.41849056045129607,11
50,0.1829906432613381,12
50,0.0733994021535174,13
50,0.04013567277268052,14
50,0.030663417239210754,15
50,0.0272266706908499,16
50,0.025299098048764252,17
50,0.02411135186804637,18
50,0.023230129157874122,19
50,0.0225533838195206,20
51,49.95384675048307,1
51,29.196139524740452,2
51,18.653504625820656,3
